acidity,sulfur_dioxide,density,pH,alcohol,color,quality
6.4,135,0.9938,3.25,9.6,white,7
6.4,136,0.9938,3.25,9.6,white,6
6.3,252,0.99806,3.29,8.7,white,5
7,199,0.9961,3.54,10.3,white,5
8.4,218,1.00016,2.98,9.1,white,5
6.5,101,0.9916,3.17,11.8,white,6
8,93,0.99116,3.15,11.9,white,6
6.1,77,0.99319,3.66,10.3,white,6
9.2,104,0.99517,3.09,10,white,4
9.2,107,0.99514,3.1,10.2,white,4
8,202,0.99566,3.12,10,white,6
8.8,125,0.99166,2.96,12.7,white,6
9.8,130,0.99587,3.04,9.6,white,5
6.6,188,0.99558,3.16,9.5,white,5
7.9,100,0.99117,3.17,12.7,white,6
7.6,109,0.99399,3.34,11,white,6
7.5,214,0.99741,3.1,9.1,white,5
7.1,111,0.99405,3.35,10.2,white,4
7,220,0.99622,3.38,10.1,white,6
8,208,1.00051,3.05,9.2,white,6
6.3,212,0.99803,3.47,9.4,white,4
7.1,111,0.99405,3.35,10.2,white,4
6.2,195,0.99773,3.53,9.2,white,4
8.2,106,0.99397,2.98,10,white,5
7,220,0.99622,3.38,10.1,white,6
7.3,204,0.99713,3.15,9,white,5
6.3,98,0.99274,3.16,9.5,white,5
6.1,207,1.00118,3.39,9.1,white,5
8.1,118,0.99176,3.05,13.3,white,7
6.8,198,0.9969,3.26,9.5,white,5
6.2,210,0.99771,3.56,9.2,white,5
7.2,117,0.99411,3.36,10.1,white,6
6.2,210,0.99771,3.56,9.2,white,5
7.2,117,0.99411,3.36,10.1,white,6
7.3,172,0.99194,3.27,11.2,white,6
8.1,230,0.99558,3.14,9.8,white,6
7.3,172,0.99194,3.27,11.2,white,6
8.1,230,0.99558,3.14,9.8,white,6
6.4,195,0.99577,3.22,9.4,white,5
6.3,177,0.99564,3.23,9,white,5
6.4,198,0.99578,3.21,9.4,white,5
7.4,229,0.99888,3.11,8.9,white,6
8.3,253,1.00014,3.02,9.1,white,6
6.4,148,0.99441,3.17,9.8,white,4
6.9,183,0.99594,3.17,9.4,white,5
8,150,0.99437,3.13,10,white,6
6.9,183,0.99594,3.17,9.4,white,5
7.3,130,0.9979,3.48,9.9,white,6
6.8,159,0.99434,3.14,10,white,5
7.2,168,0.99203,3.17,11.5,white,6
7.6,201,0.998,3,9.2,white,5
6.6,219.5,0.99316,3.15,10,white,5
7.6,201,0.998,3,9.2,white,5
6.6,210,0.99314,3.15,10,white,5
6.6,210,0.99316,3.15,10,white,5
6.5,133,0.99612,3.43,9.8,white,6
6.6,114,0.99295,3.36,10.5,white,6
6.7,181,0.99394,3.45,10.6,white,6
6.6,157,0.99642,3.28,9.4,white,5
6.6,157,0.99642,3.28,9.4,white,5
7.3,136,0.99248,3.38,11,white,7
6.3,141,0.99268,3.53,10.8,white,6
7.1,201,0.99954,3.3,9,white,5
7.8,194,0.99692,3.07,9.6,white,6
8.1,156,0.99592,3.19,10.6,white,6
8.1,156,0.99592,3.19,10.6,white,6
7.8,194,0.99692,3.07,9.6,white,6
6.6,147,0.99822,3.08,9.2,white,5
6.6,147,0.99822,3.08,9.2,white,5
8.2,71,0.99402,2.89,9.5,white,5
8.3,72,0.99404,2.89,9.5,white,5
7,184,0.99787,3.47,10.3,white,7
6,124,0.99347,3.08,8.8,white,5
7.5,161,0.99838,2.98,8.7,white,5
7.5,159,0.99839,2.98,8.7,white,5
7,128,0.99375,3.2,10.2,white,6
5.2,77,0.99155,3.25,10.1,white,6
6.8,118,0.9936,3.21,9.5,white,5
7.6,176,0.99434,3.1,9.5,white,5
5.6,174,0.9922,3.54,11.6,white,7
8.8,97,0.99571,3.13,10.7,white,6
6,142,0.99658,3.11,10.1,white,6
6.1,83,0.99076,3.32,11.1,white,7
7.4,117,0.99496,3.22,9.8,white,5
6.8,148,0.9937,3.08,9,white,6
6.1,83,0.99076,3.32,11.1,white,7
6.3,215,0.99542,3.19,9.5,white,6
6.6,143,0.99825,3.37,9.4,white,6
6.8,113,0.99289,3.24,10.2,white,5
6.4,216.5,0.99432,3.1,9.8,white,6
6.2,201,0.99523,3.19,9.5,white,6
6.3,215,0.99542,3.19,9.5,white,6
6.4,191,0.9959,3.17,9,white,5
8,204,0.99543,3.1,10.1,white,6
6.7,122,0.99662,3.02,8.8,white,5
7.9,122,0.99088,2.97,11.9,white,6
7.9,122,0.99088,2.97,11.9,white,6
6.1,174,0.99922,3.19,9.3,white,6
7.7,110,0.9966,3.33,10,white,6
6,201,0.99466,3.21,9.5,white,5
6.1,174,0.99922,3.19,9.3,white,6
7.6,139,0.99836,3.16,9.7,white,4
7.6,139,0.99836,3.16,9.7,white,4
6.3,155,0.99238,3.19,10.2,white,5
8.6,96,0.99645,3.11,10.8,white,5
6.8,133,1,3.27,8.8,white,5
6.8,133,1,3.27,8.8,white,5
6.9,175,0.99376,3.32,11.4,white,6
6.8,133,1,3.27,8.8,white,5
6.4,191,0.99513,3.14,9.8,white,5
8.6,119,0.99556,3.17,9.4,white,4
8.6,119,0.99556,3.17,9.4,white,4
8.5,174,0.99543,3.21,9.4,white,6
7.4,194,0.99886,3.2,9.4,white,6
6.6,212,0.99526,3.22,9.7,white,6
7.1,140,0.99166,3.35,12.3,white,7
6.6,178,0.99691,3.33,9.8,white,6
8,134,0.99732,3.12,9,white,5
6.2,203,0.99573,3.26,9.2,white,6
6.2,215,0.99656,3.19,9.4,white,6
5.6,67,0.99112,3.28,9.9,white,6
6.9,145,0.99214,3.07,9.8,white,5
6.9,148,0.99165,3.36,12.3,white,7
7.1,37,0.99004,3.02,11.9,white,7
7.1,170,0.99463,3.27,10.2,white,6
7.3,224,0.99683,3.14,9.5,white,6
7.1,37,0.99004,3.02,11.9,white,7
6.3,216,0.99596,3.24,9.2,white,5
7.5,174,0.99898,3.18,9.7,white,5
6.5,138,0.99114,3.36,11.5,white,7
7.3,162,0.99508,3.17,10.4,white,8
8.2,174,0.99306,3.22,11.6,white,5
7.5,174,0.99898,3.18,9.7,white,5
7.3,162,0.99508,3.17,10.4,white,8
6.5,138,0.99114,3.36,11.5,white,7
7.3,108,0.99342,3.27,10.2,white,6
6.4,109,0.99345,3.38,9.8,white,6
6.6,158,0.99772,3.24,9,white,5
5.8,163,0.99239,3.38,10.5,white,6
6.7,178,0.99502,3.16,9.4,white,4
6.7,178,0.99502,3.16,9.4,white,4
6.4,149,0.99479,3.21,10.8,white,5
6.8,95,0.99207,3.17,10.7,white,7
9,162,0.99497,3.08,10.6,white,6
6.5,110,0.99828,3.15,9.2,white,6
5.9,142,0.99542,3.28,9.5,white,6
5.9,142,0.99542,3.28,9.5,white,6
6.2,111,0.99228,3.41,10,white,5
9,177,0.99706,3.13,10.6,white,5
9,162,0.99497,3.08,10.6,white,6
8.9,166,0.99669,3.13,10.6,white,5
6.5,110,0.99828,3.15,9.2,white,6
6.9,117,0.99269,3.24,11,white,6
7.2,159,0.99196,3.25,11.2,white,6
6.7,175,0.99662,3.32,9.6,white,5
6.2,128,0.99475,3.21,9.4,white,5
6.3,209,0.99544,3.2,9.5,white,6
7.5,188,0.99944,3.09,9.3,white,5
6.2,128,0.99475,3.21,9.4,white,5
6.3,209,0.99544,3.2,9.5,white,6
6.6,110,0.9966,3.07,9.4,white,5
6.3,146,0.99066,3.13,11.2,white,7
6.4,150,0.9907,3.14,11.2,white,7
6.3,146,0.99066,3.13,11.2,white,7
7.6,170,0.998,3,8.8,white,5
6.4,150,0.9907,3.14,11.2,white,7
6.3,146,0.99066,3.13,11.2,white,7
5.7,137,0.99307,3.2,9.4,white,5
6.9,103,0.99106,3.06,11.1,white,6
6.9,131,0.99696,3.08,9.6,white,5
6.9,103,0.99106,3.06,11.1,white,6
5.7,137,0.99307,3.2,9.4,white,5
6.6,160,0.99167,2.95,10.6,white,6
7.3,240,0.99902,3.13,8.9,white,5
6.9,80,0.98992,3.15,12.3,white,7
6.6,132,0.99182,3.34,11.4,white,5
6.8,207,0.99556,3.16,9.6,white,6
6.6,135,0.99582,3.33,10.3,white,6
6.6,132,0.99182,3.34,11.4,white,5
7,80,0.98972,3.23,12.1,white,6
7,56,0.99352,3.46,9.9,white,5
6.3,185,0.9946,3.15,9.7,white,5
6.8,154,0.99273,3.18,10.5,white,5
6.7,182,0.99628,3.04,8.9,white,6
6.5,227,0.99582,3.18,9.4,white,5
6.7,206,0.99553,3.18,9.6,white,5
5.8,104,0.98914,3.4,12.6,white,7
6.4,106,0.99354,3.1,9.2,white,6
7.7,174,0.99976,3.2,10.4,white,5
6.8,171,0.99808,3,9,white,7
6.8,171,0.99808,3,9,white,7
6.8,171,0.99808,3,9,white,7
6.8,171,0.99808,3,9,white,7
6.8,171,0.99808,3,9,white,7
6.8,171,0.99808,3,9,white,7
5.1,89,0.9919,3.22,9.2,white,6
6.8,171,0.99808,3,9,white,7
7.2,154,0.99499,3.2,9.7,white,4
6.9,132,0.99655,3.34,10.1,white,6
6.7,152,0.99615,3.46,11,white,7
7.3,144,0.99296,3.2,10.8,white,5
6.3,147,0.99482,3.22,10.8,white,5
5.4,107,0.99079,3.48,13.5,white,7
8.2,167,0.99366,3.24,10.6,white,5
7.8,208,0.99434,3.23,9.8,white,5
6.4,115,0.98958,3.18,11.7,white,6
7.8,208,0.99434,3.23,9.8,white,5
6.9,185,0.99938,3.34,9,white,6
6.8,132,0.99059,3.18,11.3,white,7
6.2,185,0.99835,3.31,9.4,white,5
6.4,115,0.98958,3.18,11.7,white,6
6.7,107,0.99159,3.31,11.3,white,7
6.7,107,0.99159,3.31,11.3,white,7
7.1,28,0.98931,3.2,12,white,6
7.2,157,0.9938,3.48,10.6,white,6
8.9,202,0.99558,3.13,10.8,white,6
7.5,209,0.99563,3.12,10.8,white,6
7.1,28,0.98931,3.2,12,white,6
6.3,177,0.99691,3.18,9.4,white,5
6.5,219,0.9959,3.19,9.4,white,5
6.7,107,0.99159,3.31,11.3,white,7
6.6,140,0.99628,3.07,9.4,white,5
6.15,80,0.99076,3.39,12,white,5
6.5,129,0.99678,3.28,10.3,white,7
6.5,129,0.99678,3.28,10.3,white,7
6.5,129,0.99678,3.28,10.3,white,7
6.6,126,0.99089,3.22,11.3,white,7
6.6,150,0.99537,3.1,9.4,white,6
6.5,144,1.0002,3.14,8.7,white,5
6.6,140,0.99628,3.07,9.4,white,5
6.6,126,0.99089,3.22,11.3,white,7
6.5,129,0.99678,3.28,10.3,white,7
6.15,80,0.99076,3.39,12,white,5
4.5,159,0.99332,3.34,8,white,5
8,136,0.99316,3.44,10.4,white,7
7.8,128,0.99272,3.37,10.7,white,7
7,219,0.99636,3.47,10.2,white,6
5.8,197,0.99202,3.56,10.9,white,5
5.9,109,0.99148,3.3,10.5,white,6
6.7,100,0.99064,3.26,11.7,white,7
6.8,186,0.99884,3.13,8.6,white,5
7.2,174,0.99773,3.2,9,white,5
8.7,191,1.00013,2.96,8.7,white,5
8.2,87,0.98974,3.1,12.8,white,6
7.2,174,0.99773,3.2,9,white,5
8.7,191,1.00013,2.96,8.7,white,5
7.5,104,0.99112,3.28,11.8,white,6
9.2,84,0.99136,3.05,11.6,white,6
7.4,89,0.99132,3.14,11.8,white,6
6.1,158,0.99642,3.24,10.6,white,5
7.6,91,0.99488,3.17,9.7,white,5
8.1,151,0.99527,3.22,10.3,white,5
7.15,178,0.99578,3.15,10.2,white,6
6.7,113,0.99352,3.33,10.1,white,7
5.7,71,0.99199,3.7,10.9,white,7
5.8,127,0.99198,3.24,9.3,white,5
6.6,144,0.99756,3.33,10.2,white,6
7.15,178,0.99578,3.15,10.2,white,6
7,162,0.99561,3.11,9.5,white,5
6.4,146,0.99347,3.18,9.3,white,5
7.3,80,0.98936,3.06,12.9,white,7
6.4,148,0.99786,3.14,8.7,white,5
6.9,303,0.99705,3.4,9.4,white,5
6.8,204,0.9942,3.23,10.1,white,5
7.1,196,0.9948,3.19,10,white,4
6.45,129,0.99116,3.27,11.1,white,7
6.5,158,0.99688,3.26,10.3,white,7
7.1,73,0.98974,3.24,12.2,white,6
6.7,156,0.99542,3.11,9.3,white,6
7.2,178,0.99154,3.19,11.3,white,6
7,110,0.99118,3.04,10.8,white,6
8,86,0.99044,2.98,11.2,white,8
6.2,91,0.9914,3.32,12.5,white,7
8.3,122,0.9979,3.39,9.3,white,5
5.9,142,0.98892,3.4,12.9,white,7
6.6,131,0.99114,3.2,11.2,white,7
9.6,120,0.99188,3,12.6,white,6
6.8,179,0.99583,3.2,9.3,white,5
5.9,142,0.98892,3.4,12.9,white,7
5.9,142,0.98892,3.41,12.9,white,7
7,120,0.99704,3.2,9.5,white,7
7.9,24,0.9911,3.19,11.9,white,6
7.2,120,0.99334,2.93,10.3,white,7
7.2,120,0.99334,2.92,10.3,white,7
7.6,93,0.99094,3.06,11.2,white,6
6.2,150,0.99014,3.18,12,white,6
7.1,144,0.99304,3.13,9.6,white,5
7.6,110,0.99652,3.2,9.2,white,6
8,119,0.98944,3.03,12.9,white,6
7.2,149,0.99772,2.99,9.3,white,6
7.6,136,0.99367,3.1,12.1,white,6
7.1,144,0.99304,3.13,9.6,white,5
6.6,128,0.99183,3.37,11.2,white,6
7,98,0.99126,3.11,11.2,white,7
8,119,0.98944,3.03,12.9,white,6
6.6,187,0.99577,3.21,9.2,white,5
7.2,149,0.99772,2.99,9.3,white,6
7.6,110,0.99652,3.2,9.2,white,6
6.9,124,0.99428,3.18,9.3,white,6
6.2,108,0.99388,3.2,10.7,white,6
6.9,166,0.99208,3.05,9.8,white,6
6.7,143,0.99256,3.3,10.3,white,6
6.2,108,0.99388,3.2,10.7,white,6
5.7,121,0.9925,3.28,11.3,white,6
6.5,182,0.99904,3.02,8.8,white,6
7,104,0.99216,3.18,10.8,white,5
6.9,166,0.99208,3.05,9.8,white,6
6.9,124,0.99428,3.18,9.3,white,6
6.5,72,0.99165,3.26,11.5,white,7
6.5,133,0.99924,3.26,8.8,white,5
6.5,133,0.99924,3.26,8.8,white,5
6.5,133,0.99924,3.26,8.8,white,5
6.6,201,0.9956,3.19,9.4,white,6
6.7,200,0.99562,3.19,9.4,white,6
7.5,209,0.9972,3.16,9.6,white,6
6.5,133,0.99924,3.26,8.8,white,5
6.8,189,0.9958,3.22,9.3,white,6
7.8,184,0.99976,3.22,8.9,white,5
7.8,184,0.99976,3.22,8.9,white,5
5.6,155,0.99296,3.74,10,white,5
6.4,182,0.9957,3.24,9.1,white,5
6.8,189,0.9958,3.22,9.3,white,6
6.8,188,0.99579,3.2,9.4,white,6
7.8,179,0.99541,3.14,10.1,white,6
7.8,184,0.99976,3.22,8.9,white,5
6.8,143,0.99518,3.2,10.8,white,6
5.2,69,0.99168,3.24,10,white,6
7.5,160,0.99276,3.03,10.9,white,6
7.5,92,0.99085,3.15,12,white,7
8.2,171,0.99873,2.99,9.3,white,5
7.6,101,0.99172,3.22,12.3,white,7
7.5,129,0.99312,3.45,10.4,white,6
7.5,160,0.99276,3.03,10.9,white,6
6.9,153,0.9972,3.22,10.5,white,5
5.3,91,0.99278,3.41,9.8,white,6
6.5,121,0.99092,3.06,10.5,white,6
6.5,213,0.9962,3.16,9.9,white,6
6.5,79,0.99053,3.27,11.4,white,7
6.8,190,0.99858,3.18,9.2,white,5
7.9,173,0.9984,3.09,9.7,white,5
7.9,135,0.99335,3.09,10,white,5
6.5,79,0.99053,3.27,11.4,white,7
7.1,141,0.9949,3.13,10.3,white,6
6.5,213,0.9962,3.16,9.9,white,6
6.5,121,0.99092,3.06,10.5,white,6
7.4,95,0.99532,3.16,9.8,white,7
6.9,131,0.99727,3.19,9.3,white,5
6.8,100,0.99026,3.08,12.4,white,7
6.3,145,0.99668,3.16,9.3,white,6
6.9,131,0.99727,3.19,9.3,white,5
8,165,0.9952,3.26,9.5,white,6
6.7,45,0.99144,3.08,10.5,white,6
6.7,45,0.99144,3.08,10.5,white,6
6.7,99,0.99015,3.26,12.8,white,7
7,142,0.9914,2.99,10.8,white,6
7.3,127,0.99693,3.1,10,white,6
5.8,170,0.99035,3.38,11.8,white,8
7.3,127,0.99693,3.1,10,white,6
5.8,170,0.99035,3.38,11.8,white,8
6.8,108,0.99006,3.19,12,white,6
7.1,138,0.99126,3.18,12.6,white,6
5.8,70,0.98994,3.37,11.9,white,8
5.9,28,0.98985,3.13,10.6,white,5
6.6,240,0.9971,3.42,9.2,white,5
8.6,240,0.99882,3.17,10,white,6
5.6,97,0.99477,3.36,9.2,white,5
5.8,103,0.99478,3.36,9.3,white,6
7.7,144,0.99576,3.24,10.2,white,6
7.7,148,0.99578,3.25,10.2,white,6
6,154,0.99354,3.14,8.7,white,5
7.3,163,0.99244,3.24,10.7,white,5
7.7,119,0.99084,3.18,12.1,white,6
7.9,152,0.99612,3.12,9.5,white,6
6.4,118,0.99356,3.18,11.2,white,6
6.9,95,0.98952,2.93,12,white,6
7.9,152,0.99612,3.12,9.5,white,6
7.7,119,0.99084,3.18,12.1,white,6
7.3,163,0.99244,3.24,10.7,white,5
6.4,228,0.99955,3.26,8.8,white,7
6.3,135,0.99374,3.8,10.8,white,6
6.2,138,0.9892,3.31,13.1,white,7
7.6,93,0.99144,3.08,12.5,white,7
7,131,0.99352,3.09,11.7,white,8
7,131,0.99352,3.09,11.7,white,8
7,135,0.9935,3.09,11.6,white,8
7.6,111,0.99237,3.29,11.3,white,6
7.6,93,0.99144,3.08,12.5,white,7
6.7,103,0.99022,3.11,11.4,white,5
6.2,117,0.99032,3.4,12.2,white,5
7.8,160,1.03898,3.39,11.7,white,6
7.1,211,0.99587,3.31,10.4,white,6
7.1,211,0.99587,3.31,10.4,white,6
7.1,211,0.99587,3.31,10.4,white,6
6.4,157,0.99976,3.17,9.1,white,5
8,70,0.99354,3.05,12.2,white,6
6.4,157,0.99976,3.17,9.1,white,5
6.9,176,0.99552,3.12,9.4,white,5
6.9,178,0.99552,3.11,9.4,white,5
7.1,211,0.99587,3.31,10.4,white,6
6.6,189,0.99604,3.22,9.2,white,5
6.8,183,0.99584,3.2,9.4,white,5
6.5,107,0.98894,3.22,13.5,white,7
6.8,151,0.9963,3.07,9.4,white,5
6.4,83,0.993,3.13,10.9,white,8
6.5,107,0.98894,3.22,13.5,white,7
6.8,151,0.9963,3.07,9.4,white,5
6.9,114,0.99068,3.19,11.4,white,7
6.7,125,0.98964,3.19,12.4,white,7
6.6,189,0.99604,3.22,9.2,white,5
6.8,183,0.99584,3.2,9.4,white,5
5.6,79,0.9923,3.3,10.5,white,6
5.5,99,0.99437,3.26,11.5,white,8
6.4,83,0.993,3.13,10.9,white,8
7.3,123,0.99238,3.34,10.8,white,6
7.5,148,0.99801,3.03,8.9,white,5
7.5,151,0.99802,3.03,8.9,white,5
7,184,0.99566,3.2,9.4,white,6
5.8,153,0.99067,3.44,12.2,white,7
7.8,100,0.99066,2.99,12.1,white,7
7.4,128,0.9929,3.17,10.9,white,5
6.7,109,0.9934,3.34,10.1,white,6
5.8,153,0.99067,3.44,12.2,white,7
6.7,71,0.98912,3.31,13,white,7
6.6,72,0.99066,3.23,11,white,5
7.2,126,0.99228,3.19,10.8,white,5
6.7,71,0.98912,3.31,13,white,7
6,148,0.9958,2.91,9.3,white,4
6,123,0.99052,3.44,11.4,white,6
6.7,120,0.99312,2.99,9.2,white,5
6.6,241,0.9968,3.5,9.9,white,5
6.5,150,0.99502,3.22,10.5,white,5
7.6,56,0.99084,3.06,12.4,white,6
7.2,172,0.99573,3.18,9.5,white,6
6.3,161,0.99256,3.16,10.5,white,6
6.5,196,0.9959,3.23,9.1,white,6
6.4,138,0.99084,3.38,11.5,white,7
6.4,138,0.99084,3.38,11.5,white,7
7.1,170,0.99644,3.17,11.2,white,5
6.6,140,0.99526,3.22,10.8,white,5
6.6,186,0.9954,3.12,9.4,white,5
6.6,73,0.99095,3.17,11,white,6
7.2,112,0.99188,3.21,11.3,white,7
6.2,117,0.9909,3.28,11.2,white,6
6.3,161,0.99256,3.16,10.5,white,6
6.5,196,0.9959,3.23,9.1,white,6
7.3,154,0.99581,3.21,10.4,white,6
6.9,82,0.99132,3.1,11.2,white,7
5.8,89,0.98936,3.14,11.1,white,7
6.5,92,0.99136,3.18,11.2,white,6
5.5,98,0.99142,3.29,10.5,white,6
5.9,92,0.99232,3.2,10,white,6
5.9,90,0.99232,3.2,10,white,6
8,97,0.993,3.1,10.9,white,5
6.5,87,0.99311,3.15,10.9,white,7
6.9,82,0.99132,3.1,11.2,white,7
5.8,86,0.98993,3.5,11.7,white,5
6.6,144,0.99208,3.16,10,white,5
7.7,210,0.99776,3.02,9.5,white,5
6.7,136,0.99839,3.03,9,white,5
7.3,86,0.99574,3.04,10,white,5
7.9,154,0.99093,3.08,11.9,white,5
5.3,101,0.99156,3.57,10.6,white,6
6.4,101,0.99278,3.15,11,white,6
6.9,143,0.9924,3.25,11.2,white,7
5.6,129,0.98984,3.51,12,white,7
6.6,96,0.99035,3.24,12.6,white,8
6.9,143,0.9924,3.25,11.2,white,7
6.6,113,0.99165,3.24,10.5,white,6
7.3,144,0.9923,3.11,10.2,white,6
6.4,101,0.99278,3.15,11,white,6
5.1,90,0.99008,3.57,12.2,white,6
6.5,76,0.98964,3.18,12.3,white,6
5.3,101,0.99156,3.57,10.6,white,6
5.6,115,0.9909,3.36,10.4,white,6
5.6,129,0.98984,3.51,12,white,7
6.7,121,0.9889,3.15,12.7,white,7
6.2,128,0.99178,3.05,10.6,white,5
6,108,0.99076,3.14,12.3,white,6
6.7,121,0.9889,3.15,12.7,white,7
6.7,84,0.99046,3.09,11.4,white,6
4.2,161,0.98999,3.65,12,white,7
5.8,95,0.98946,3.23,12.4,white,8
5.4,121,0.98976,3.24,12.1,white,7
6.7,84,0.99046,3.09,11.4,white,6
6.4,135,0.99672,3.21,10.7,white,5
6.5,162,0.99482,2.97,9.3,white,5
5.9,138,0.98945,3.37,12.7,white,6
5.7,88,0.98883,3.18,11.7,white,6
7.9,64,0.99362,2.93,10.7,white,5
7.2,94,0.99075,2.99,11.8,white,7
7,125,0.99436,3.2,9.9,white,5
6.8,81,0.98988,3.23,13.4,white,7
7,114,0.99158,3.12,12.8,white,7
6.9,87,0.99265,3.15,12.8,white,6
6.6,101,0.99195,3.13,10.5,white,5
6.4,84,0.99168,3.31,11.5,white,5
8.5,25,0.9918,3.04,10.5,white,4
8.4,132,0.99313,2.95,13,white,6
5.2,138,0.9895,3.19,12.4,white,8
6.9,148,0.9932,3.16,10.2,white,6
6.7,234,0.99848,3.23,9,white,5
6.2,153,0.9909,3.33,12,white,7
6.4,68,0.99014,3.15,11.7,white,7
6.4,180,0.9952,3.58,10,white,5
7,218,0.99652,3.37,10.3,white,5
6.7,234,0.99848,3.23,9,white,5
8.6,78,0.99104,2.99,11.1,white,5
6.2,150,0.99772,3.31,9,white,5
6.1,97,0.9922,3.4,10.5,white,6
6.5,92,0.99076,3.27,11.9,white,7
6.2,155,0.99622,3.27,9.4,white,5
5.7,81,0.9902,3.31,11.4,white,6
6.4,114,0.99114,3.31,10.8,white,7
7.6,157,0.9938,3.1,9.8,white,5
6.6,183,0.99594,3.2,9.3,white,5
5.7,81,0.9902,3.31,11.4,white,6
6.2,73,0.99035,3.24,11.3,white,6
6.2,73,0.99032,3.23,11.3,white,6
6.1,170,0.99558,3.22,9.5,white,5
6.2,155,0.99622,3.27,9.4,white,5
6.5,92,0.99076,3.27,11.9,white,7
7.7,199,0.99413,3.03,9.3,white,5
6.9,81,0.99043,3.03,11.4,white,6
6.9,81,0.99043,3.03,11.4,white,6
6,128,0.98982,3.22,12.7,white,6
7.1,118,0.98934,3.2,13.5,white,7
5.7,65,0.9902,3.06,11.2,white,6
6.4,118,0.99449,3.19,10.7,white,5
7.4,92,0.99629,3.01,10.8,white,4
6.7,202,0.9948,3.46,10.5,white,6
6.5,137,0.98984,3.13,13,white,8
6.9,131,0.99326,3.08,10.8,white,6
6.6,118,0.99834,3.05,9.1,white,6
7.7,196,0.99555,3.1,10.1,white,5
5.2,59,0.98975,3.3,11.9,white,8
7,140,0.99216,2.98,12,white,7
7,140,0.99216,2.98,12,white,7
6.6,118,0.99834,3.05,9.1,white,6
5.6,147,0.9901,3.22,11.6,white,8
5.2,59,0.98975,3.3,11.9,white,8
6.4,192,0.99573,3.14,10.2,white,6
6.9,131,0.99326,3.08,10.8,white,6
5.3,66,0.99215,3.3,9.8,white,5
7.1,89,0.98993,2.95,11.4,white,4
5.2,68,0.99218,3.3,9.8,white,5
7.7,196,0.99555,3.1,10.1,white,5
7,98,0.99564,3.19,9.8,white,8
7,98,0.99564,3.19,9.8,white,8
7.1,128,0.99397,3.21,10.7,white,6
7.2,111,0.99576,3.11,10.6,white,5
6.8,173,0.99601,3.17,9.3,white,5
7,98,0.99564,3.19,9.8,white,8
7.1,128,0.99397,3.21,10.7,white,6
4.9,150,0.98713,3.33,14,white,8
5.1,107,0.99308,3.36,11,white,6
5.1,107,0.99308,3.36,11,white,6
6.8,182,0.99582,3.21,9.4,white,6
6,139,0.99494,3.1,9,white,6
6,108,0.9929,3.08,9,white,5
7.2,101,0.99471,3.37,10,white,5
6.1,109,0.9929,3.08,9,white,5
6,108,0.9929,3.08,9,white,5
6.4,79,0.99037,3.29,12.4,white,7
7.4,123,0.99304,3.14,11.3,white,5
8.1,86,0.99026,2.8,12,white,6
6.4,94,0.98986,3.01,11.7,white,6
7.2,101,0.99471,3.37,10,white,5
7.3,90,0.98951,2.84,13.2,white,7
7.7,114,0.99634,3.07,11,white,7
6.9,114,0.99368,3.22,11,white,6
6.9,94,0.99792,3.02,9.2,white,5
7.5,113,0.99026,3.08,13,white,7
5.8,128,0.99362,3.77,10.6,white,5
5.5,119,0.98919,3.55,13,white,8
6.6,118,0.99835,3.04,9,white,6
6.6,118,0.99835,3.04,9,white,6
8.4,148,0.99038,2.93,11.5,white,5
6.7,76,0.99104,3.11,11,white,6
8.4,148,0.99038,2.93,11.5,white,5
7.3,112,0.99286,3.11,9.9,white,5
6.3,128,0.99296,3.12,10.4,white,6
6.6,118,0.99835,3.04,9,white,6
7.5,110,0.9954,3.06,9.9,white,6
8,162,0.9914,3.07,11,white,6
6.8,124,0.99286,3.18,12.1,white,6
6.6,131,0.99604,2.96,9.7,white,6
6.6,131,0.99604,2.96,9.7,white,6
6.7,123,0.99119,2.99,12.2,white,7
6.1,113,0.99007,3.15,12.4,white,7
8.5,97,0.99507,3.03,10.5,white,7
7,213,0.99596,3.28,10.4,white,6
6,180,0.99011,3.15,12,white,6
6.9,28,0.99184,3.07,12.7,white,6
6.7,115,0.99469,3.11,10.9,white,7
6.7,115,0.99469,3.11,10.9,white,7
6.8,113,0.99406,3.11,10.9,white,7
7.2,103,0.99305,3.15,11.4,white,7
6.2,184,0.99096,3.22,11,white,6
5,178,0.98956,3.45,12.6,white,7
6.3,152,0.9921,3.29,11.6,white,7
6.6,130,0.99496,3.11,10.5,white,7
6.8,113,0.99406,3.11,10.9,white,7
6.8,113,0.99406,3.11,10.9,white,7
6.6,119,0.9888,3.03,12.5,white,6
6.5,111,0.98942,3.11,12.1,white,8
6.9,158,0.99082,3.02,11.3,white,6
6,112,0.98802,3.07,13.3,white,7
6.8,113,0.99406,3.11,10.9,white,7
6.7,115,0.99469,3.11,10.9,white,7
6.6,130,0.99496,3.11,10.5,white,7
6.3,152,0.9921,3.29,11.6,white,7
7.2,103,0.99305,3.15,11.4,white,7
6.3,111,0.99074,3.16,11,white,6
6.9,156,0.98968,3.08,12.1,white,6
6.2,184,0.99096,3.22,11,white,6
5,178,0.98956,3.45,12.6,white,7
5,173,0.9887,3.36,13,white,7
6.5,221,0.99941,2.94,8.8,white,6
6.7,218,0.99388,3.16,9.5,white,5
6.6,105,0.99206,3.2,11.8,white,6
6.8,93,0.99035,3.14,12.2,white,6
7,105,0.99581,3.05,10.7,white,6
